subdivisionCode,latLng,boundingBox,geojson,perimeter,neighbours
AF-BDS,"36.804,71.3677","[35.4434, 38.4911, 69.9801, 74.8899]",,2067.5,"AF-KNR,AF-NUR,AF-PAN,AF-TAK"
AF-BGL,"35.75,69.0","[35.0037, 36.5746, 68.004, 69.9718]",,778.04,"AF-BAL,AF-BAM,AF-KAP,AF-KDZ,AF-LAG,AF-NUR,AF-PAN,AF-PAR,AF-SAM,AF-TAK"
AF-DAY,"33.7251,66.2197","[32.926, 34.3693, 65.2275, 67.4192]",,871.38,"AF-BAM,AF-GHA,AF-GHO,AF-HEL,AF-URU,AF-WAR,AF-ZAB"
AF-FRA,"32.6071,62.671","[31.3889, 33.5915, 60.5834, 64.7468]",,1575.22,"AF-GHO,AF-HEL,AF-HER,AF-KAN,AF-NIM"
AF-FYB,"35.6481,64.8809","[35.163, 37.251, 63.889, 65.813]",,906.55,"AF-BDG,AF-GHO,AF-HER,AF-JOW,AF-SAR"
AF-GHA,"33.315,67.829","[32.0758, 34.2191, 66.8234, 68.8277]",,1011.47,"AF-BAM,AF-DAY,AF-KAN,AF-LOG,AF-PIA,AF-PKA,AF-URU,AF-WAR,AF-ZAB"
AF-GHO,"34.1605,64.9202","[33.1207, 35.2799, 63.2, 66.7283]",,1410.49,"AF-BAM,AF-BDG,AF-DAY,AF-FRA,AF-FYB,AF-HEL,AF-HER,AF-SAR,AF-URU"
AF-HEL,"31.0,64.0","[29.3773, 33.3698, 62.5531, 65.3716]",,1402.55,"AF-DAY,AF-FRA,AF-GHO,AF-HER,AF-KAN,AF-NIM,AF-URU"
AF-HER,"34.1577,62.2906","[32.8498, 35.6256, 60.5176, 64.4759]",,1598.38,"AF-BDG,AF-FRA,AF-FYB,AF-GHO,AF-HEL"
AF-JOW,"36.9666,65.956","[35.9074, 37.5413, 65.1605, 66.5756]",,632.74,"AF-BAL,AF-FYB,AF-SAR"
AF-KAB,"34.5,69.4167","[34.1452, 34.9071, 68.8335, 69.9439]",,422.47,"AF-KAP,AF-LAG,AF-LOG,AF-NAN,AF-NUR,AF-PAR,AF-WAR"
AF-KAN,"30.991,65.7069","[29.5294, 32.5869, 64.5025, 67.7968]",,1488.94,"AF-FRA,AF-GHA,AF-HEL,AF-URU,AF-ZAB"
AF-KAP,"34.9056,69.7417","[34.6341, 35.185, 69.2746, 69.9264]",,236.36,"AF-BGL,AF-KAB,AF-LAG,AF-NAN,AF-NUR,AF-PAN,AF-PAR"
AF-KDZ,"36.8707,68.7564","[36.301, 37.3233, 68.0225, 69.3484]",,453.9,"AF-BAL,AF-BGL,AF-SAM,AF-TAK"
AF-KHO,"33.4015,69.8912","[33.0194, 33.7387, 69.3456, 70.3284]",,389.52,"AF-LOG,AF-PIA,AF-PKA"
AF-KNR,"34.95,71.1333","[34.5257, 35.4819, 70.5778, 71.6814]",,427.47,"AF-BDS,AF-LAG,AF-NAN,AF-NUR"
AF-LAG,"34.7833,70.1833","[34.3948, 35.2193, 69.8052, 70.6306]",,342.95,"AF-BGL,AF-KAB,AF-KAP,AF-KNR,AF-NAN,AF-NUR,AF-PAN"
AF-LOG,"34.0654,69.1602","[33.5957, 34.368, 68.7131, 69.8838]",,415.47,"AF-GHA,AF-KAB,AF-KHO,AF-NAN,AF-PIA,AF-WAR"
AF-NAN,"34.2204,70.38","[33.9397, 34.8083, 69.4774, 71.1762]",,524.71,"AF-KAB,AF-KAP,AF-KNR,AF-LAG,AF-LOG,AF-PAR,AF-PIA"
AF-NIM,"30.7754,62.4793","[29.3896, 32.2568, 60.8729, 63.5895]",,1066.43,"AF-FRA,AF-HEL"
AF-NUR,"35.3,70.8333","[34.9025, 36.0398, 69.9119, 71.6214]",,639.77,"AF-BDS,AF-BGL,AF-KAB,AF-KAP,AF-KNR,AF-LAG,AF-PAN,AF-TAK"
AF-PAN,"35.4339,69.7931","[35.0756, 35.9027, 69.2395, 70.2777]",,375.99,"AF-BDS,AF-BGL,AF-KAP,AF-LAG,AF-NUR,AF-PAR,AF-TAK"
AF-PAR,"34.9797,68.9147","[34.5841, 35.421, 68.1898, 69.6206]",,521.84,"AF-BAM,AF-BGL,AF-KAB,AF-KAP,AF-NAN,AF-PAN,AF-SAM,AF-WAR"
AF-PIA,"33.7057,69.4084","[33.1457, 34.0864, 68.7667, 70.0117]",,466.97,"AF-GHA,AF-KHO,AF-LOG,AF-NAN,AF-PKA,AF-WAR"
AF-PKA,"32.3936,68.7037","[31.5934, 33.4172, 67.8116, 69.5467]",,846.51,"AF-GHA,AF-KHO,AF-PIA,AF-ZAB"
AF-SAM,"36.0,67.6667","[35.3465, 36.6418, 66.876, 68.5679]",,612.47,"AF-BAL,AF-BAM,AF-BGL,AF-KDZ,AF-PAR,AF-SAR"
AF-SAR,"35.5532,66.2427","[34.8726, 36.5649, 65.3841, 67.0332]",,801.17,"AF-BAL,AF-BAM,AF-FYB,AF-GHO,AF-JOW,AF-SAM"
AF-TAK,"36.5941,69.7939","[35.7827, 37.615, 69.1755, 70.4927]",,694.53,"AF-BDS,AF-BGL,AF-KDZ,AF-NUR,AF-PAN"
AF-URU,"32.813,66.0183","[32.2719, 33.3282, 65.1678, 67.0268]",,735.96,"AF-DAY,AF-GHA,AF-GHO,AF-HEL,AF-KAN,AF-ZAB"
AF-WAR,"34.3191,68.336","[33.6808, 34.7977, 67.2152, 68.97]",,690.21,"AF-BAM,AF-DAY,AF-GHA,AF-KAB,AF-LOG,AF-PAR,AF-PIA"
AF-ZAB,"32.3069,67.1299","[31.4981, 33.0771, 66.1855, 68.1128]",,849.88,"AF-DAY,AF-GHA,AF-KAN,AF-PKA,AF-URU"
AG-03,"17.1218,-61.7812","[17.0828, 17.1696, -61.8105, -61.7299]",,42.72,"AG-04,AG-05,AG-07,AG-08"
AG-04,"17.1152,-61.8583","[17.0534, 17.1765, -61.9305, -61.7867]",,67.51,"AG-03,AG-05,AG-06,AG-07"
AG-05,"17.0548,-61.8602","[17.0041, 17.1053, -61.9149, -61.8055]",,60.72,"AG-03,AG-04,AG-06"
AG-06,"17.0326,-61.7707","[16.9974, 17.0659, -61.8129, -61.7302]",,47.94,"AG-04,AG-05,AG-07,AG-08"
AG-07,"17.107,-61.7502","[17.0621, 17.1517, -61.7876, -61.7129]",,57.9,"AG-03,AG-04,AG-06,AG-08"
AG-08,"17.0664,-61.7062","[17.0309, 17.1082, -61.7447, -61.6571]",,68.84,"AG-03,AG-06,AG-07"
AG-10,"17.6149,-61.8544","[17.272, 17.9473, -62.3766, -61.4946]",,266.19,AG-11
AG-11,"17.0245,-62.2936","[16.7556, 17.2996, -62.5548, -62.1167]",,177.58,AG-10
AL-01,"40.6084,20.1089","[40.3407, 40.8752, 19.7312, 20.4488]",,255.91,"AL-03,AL-04,AL-05,AL-06,AL-12"
AL-02,"41.428,19.5373","[41.2498, 41.6063, 19.3914, 19.9084]",,226.32,"AL-03,AL-08,AL-09,AL-11"
AL-03,"41.0511,20.1399","[40.7069, 41.3959, 19.6734, 20.6064]",,330.43,"AL-01,AL-02,AL-04,AL-06,AL-09,AL-11"
AL-04,"40.742,19.5701","[40.4154, 41.0693, 19.3136, 19.9233]",,301.53,"AL-01,AL-03,AL-05,AL-11,AL-12"
AL-05,"40.1556,20.2139","[39.7845, 40.5266, 19.7802, 20.6177]",,327.66,"AL-01,AL-04,AL-06,AL-12"
AL-06,"40.5859,20.7361","[40.0828, 41.092, 20.2933, 21.0574]",,399.76,"AL-01,AL-03,AL-05,AL-12"
AL-07,"42.1886,20.377","[41.8148, 42.5591, 19.7982, 20.6266]",,330.2,"AL-08,AL-09,AL-10"
AL-08,"41.7932,19.8891","[41.5536, 42.0327, 19.461, 20.2776]",,334.06,"AL-02,AL-07,AL-09,AL-10"
AL-09,"41.6222,20.1808","[41.3368, 41.9073, 19.8123, 20.5744]",,283.72,"AL-02,AL-03,AL-07,AL-08,AL-10,AL-11"
AL-10,"42.2508,19.596","[41.8402, 42.6611, 19.2808, 20.2483]",,420.96,"AL-07,AL-08,AL-09"
AL-11,"41.2584,19.8303","[41.0016, 41.5154, 19.4361, 20.24]",,294.83,"AL-02,AL-03,AL-04,AL-09"
AL-12,"40.1542,19.7522","[39.6449, 40.6634, 19.264, 20.3221]",,511.59,"AL-01,AL-04,AL-05,AL-06"
AM-AG,"40.3828,44.1147","[40.1726, 40.755, 43.5908, 44.5562]",,322.41,"AM-AR,AM-AV,AM-ER,AM-KT,AM-LO,AM-SH"
AM-AR,"40.0054,44.7315","[39.7137, 40.1914, 44.3122, 45.1172]",,264.5,"AM-AG,AM-AV,AM-ER,AM-GR,AM-KT,AM-VD"
AM-AV,"40.1556,44.0388","[40.0164, 40.2845, 43.6485, 44.4364]",,236.99,"AM-AG,AM-AR,AM-ER,AM-KT"
AM-ER,"40.1777,44.5126","[40.0659, 40.2418, 44.3621, 44.6218]",,115.2,"AM-AG,AM-AR,AM-AV,AM-KT"
AM-GR,"40.3031,45.3757","[39.872, 40.7402, 44.7797, 45.9799]",,377.01,"AM-AR,AM-KT,AM-LO,AM-TV,AM-VD"
AM-KT,"40.3707,44.6885","[40.0947, 40.7119, 44.3775, 45.0187]",,286.1,"AM-AG,AM-AR,AM-AV,AM-ER,AM-GR,AM-LO,AM-TV"
AM-LO,"41.0073,44.49","[40.6686, 41.2471, 43.9527, 44.9412]",,375.46,"AM-AG,AM-GR,AM-KT,AM-SH,AM-TV"
AM-SH,"40.9186,43.8404","[40.4354, 41.1762, 43.4471, 44.1959]",,361.8,"AM-AG,AM-LO"
AM-SU,"39.3281,46.153","[38.8405, 39.8621, 45.6915, 46.6333]",,485.7,AM-VD
AM-TV,"40.8275,45.1848","[40.6418, 41.3016, 44.7391, 45.608]",,417.68,"AM-GR,AM-KT,AM-LO"
AM-VD,"39.802,45.4558","[39.4905, 40.0122, 45.0601, 45.8145]",,222.08,"AM-AR,AM-GR,AM-SU"
AO-BGO,"-8.3197,13.8656","[-8.9807, -7.6352, 12.9003, 14.9807]",,956.27,"AO-CNO,AO-LUA,AO-UIG,AO-ZAI"
AO-BGU,"-12.9105,14.0357","[-13.8884, -11.7625, 12.316, 15.1108]",,1049.85,"AO-CUS,AO-HUA,AO-HUI,AO-NAM"
AO-BIE,"-12.263,17.4968","[-14.3082, -10.5721, 15.7007, 19.2242]",,2396.98,"AO-CCU,AO-CUS,AO-HUA,AO-HUI,AO-LSU,AO-MAL,AO-MOX"
AO-CAB,"-5.0564,12.3212","[-5.8896, -4.3458, 11.8477, 13.1107]",,665.4,AO-ZAI
AO-CCU,"-16.0458,19.5622","[-18.0394, -13.5658, 16.4607, 23.434]",,3294.04,"AO-BIE,AO-CNN,AO-HUA,AO-HUI,AO-MOX"
AO-CNN,"-16.5569,15.7867","[-17.4388, -15.1056, 13.135, 17.4192]",,1440.5,"AO-CCU,AO-HUI,AO-NAM"
AO-CNO,"-9.0297,15.0926","[-9.7924, -7.9598, 14.0553, 15.8302]",,1003.82,"AO-BGO,AO-CUS,AO-LUA,AO-MAL,AO-UIG"
AO-CUS,"-10.7708,15.0976","[-12.2061, -9.6698, 13.327, 16.6053]",,1511.54,"AO-BGU,AO-BIE,AO-CNO,AO-HUA,AO-LUA,AO-MAL"
AO-HUA,"-12.6076,15.7411","[-13.7667, -11.4339, 14.7926, 16.5974]",,1090.3,"AO-BGU,AO-BIE,AO-CCU,AO-CUS,AO-HUI,AO-MAL"
AO-HUI,"-14.6958,15.0976","[-16.347, -13.3322, 13.2093, 16.7555]",,1779.63,"AO-BGU,AO-BIE,AO-CCU,AO-CNN,AO-HUA,AO-NAM"
AO-LNO,"-8.5088,19.7539","[-10.105, -6.9167, 17.2873, 21.9321]",,2679.55,"AO-LSU,AO-MAL"
AO-LSU,"-10.1474,20.9908","[-11.5009, -8.3275, 18.4497, 22.3283]",,2314.97,"AO-BIE,AO-LNO,AO-MAL,AO-MOX"
AO-LUA,"-9.518,13.5357","[-10.4562, -8.58, 12.7898, 14.6217]",,883.5,"AO-BGO,AO-CNO,AO-CUS"
AO-MAL,"-9.5353,16.9364","[-11.7367, -7.3511, 15.0999, 18.8388]",,3113.83,"AO-BIE,AO-CNO,AO-CUS,AO-HUA,AO-LNO,AO-LSU,AO-MOX,AO-UIG"
AO-MOX,"-12.7287,21.2738","[-16.2136, -10.5786, 17.9342, 24.0876]",,3762.33,"AO-BIE,AO-CCU,AO-LSU,AO-MAL"
AO-NAM,"-15.2669,12.7065","[-17.274, -13.5125, 11.461, 13.6821]",,1366.27,"AO-BGU,AO-CNN,AO-HUI"
AO-UIG,"-6.9517,15.4799","[-8.4328, -5.844, 13.7801, 17.1092]",,1857.29,"AO-BGO,AO-CNO,AO-MAL,AO-ZAI"
AO-ZAI,"-6.6925,13.5293","[-7.8857, -5.8264, 12.0721, 14.9547]",,1112.4,"AO-BGO,AO-CAB,AO-UIG"
AR-A,"-25.227,-64.5912","[-26.4167, -21.9988, -68.5679, -62.3392]",,3205.19,"AR-G,AR-H,AR-K,AR-P,AR-T,AR-Y"
AR-B,"-36.379,-60.3856","[-41.0383, -33.2616, -63.3927, -56.6651]",,5296.85,"AR-C,AR-E,AR-L,AR-R,AR-S,AR-X"
AR-C,"-34.6161,-58.4356","[-34.7058, -34.5266, -58.5315, -58.3351]",,85.89,AR-B
AR-D,"-33.8986,-66.0614","[-36.0006, -31.8338, -67.4761, -64.8828]",,1523.8,"AR-F,AR-J,AR-L,AR-M,AR-X"
AR-E,"-32.1291,-59.5078","[-34.0392, -30.159, -60.7716, -57.7974]",,1461.87,"AR-B,AR-S,AR-W"
AR-F,"-29.7825,-67.1147","[-31.9982, -27.7098, -69.635, -65.4231]",,1720.28,"AR-D,AR-J,AR-K,AR-T,AR-X"
AR-G,"-27.6431,-63.5409","[-30.4805, -25.649, -65.1884, -61.7118]",,1743.66,"AR-A,AR-H,AR-K,AR-P,AR-S,AR-T,AR-X"
AR-H,"-26.383,-60.8816","[-28.0687, -24.0793, -63.4225, -58.3745]",,2015.98,"AR-A,AR-G,AR-P,AR-S,AR-W"
AR-J,"-30.7054,-69.1988","[-32.6266, -28.3888, -70.5697, -66.6613]",,2041.86,"AR-D,AR-F,AR-K,AR-M"
AR-K,"-27.7759,-67.1713","[-30.1196, -25.1686, -69.0952, -64.7807]",,2272.93,"AR-A,AR-F,AR-G,AR-J,AR-T,AR-X"
AR-L,"-37.179,-65.7049","[-39.3298, -35.0023, -68.2968, -63.3831]",,1962.69,"AR-B,AR-D,AR-M,AR-Q,AR-R,AR-X"
AR-M,"-34.597,-68.7305","[-37.5751, -31.9994, -70.5836, -66.4779]",,2378.73,"AR-D,AR-J,AR-L,AR-Q,AR-R"
AR-N,"-26.7372,-54.4315","[-28.1642, -25.4943, -56.0586, -53.6375]",,1401.03,AR-W
AR-P,"-24.5955,-60.429","[-26.872, -22.4714, -62.3425, -57.5543]",,2271.42,"AR-A,AR-G,AR-H"
AR-Q,"-38.8503,-69.8323","[-41.1006, -36.0523, -71.9666, -67.9963]",,2100.02,"AR-L,AR-M,AR-R"
AR-R,"-40.4812,-67.6146","[-41.9921, -37.5748, -71.9121, -62.7896]",,2976.69,"AR-B,AR-L,AR-M,AR-Q,AR-U"
AR-S,"-30.3155,-61.1645","[-34.3864, -27.9982, -62.8841, -58.8802]",,2161.52,"AR-B,AR-E,AR-G,AR-H,AR-W,AR-X"
AR-T,"-27.0448,-65.3658","[-28.0139, -26.0583, -66.178, -64.4817]",,904.22,"AR-A,AR-F,AR-G,AR-K"
AR-U,"-43.7128,-68.7462","[-46.0, -41.992, -72.1878, -63.3116]",,2783.28,"AR-R,AR-Z"
AR-V,"-54.3815,-67.5679","[-55.0578, -52.6584, -68.6093, -63.7957]",,1739.52,
AR-W,"-29.0177,-57.887","[-30.7297, -27.254, -59.671, -55.6202]",,2120.03,"AR-E,AR-H,AR-N,AR-S"
AR-X,"-32.0222,-63.9699","[-35.0154, -29.5004, -65.7713, -61.7716]",,1932.23,"AR-B,AR-D,AR-F,AR-G,AR-K,AR-L,AR-S"
AR-Y,"-23.1546,-66.1111","[-24.6134, -21.7809, -67.2129, -64.1507]",,1481.74,AR-A
AR-Z,"-49.0469,-70.2705","[-52.3976, -45.9997, -73.5605, -65.7182]",,2963.55,AR-U
AT-1,"47.5,16.4167","[46.8306, 48.1187, 15.9963, 17.1608]",,765.39,"AT-3,AT-6,AT-9"
AT-2,"46.75,13.8333","[46.3723, 47.1313, 12.6568, 15.0652]",,697.22,"AT-5,AT-6,AT-7"
AT-3,"48.2818,15.7632","[47.4222, 49.0205, 14.4526, 17.0688]",,1046.33,"AT-1,AT-4,AT-6,AT-9"
AT-4,"48.25,14.0","[47.4611, 48.7726, 12.7492, 14.9922]",,898.06,"AT-3,AT-5,AT-6,AT-7"
AT-5,"47.4167,13.25","[46.9439, 48.0415, 12.0761, 13.9961]",,781.75,"AT-2,AT-4,AT-6,AT-7"
AT-6,"47.25,15.1667","[46.612, 47.8279, 13.5633, 16.1718]",,945.65,"AT-1,AT-2,AT-3,AT-4,AT-5"
AT-7,"47.2232,11.5261","[46.6514, 47.743, 10.0978, 12.966]",,1058.31,"AT-2,AT-4,AT-5,AT-8"
AT-8,"47.25,9.9167","[46.8409, 47.5961, 9.5307, 10.2372]",,350.89,AT-7
AT-9,"48.2084,16.3725","[48.1179, 48.3227, 16.1818, 16.5775]",,136.23,"AT-1,AT-3"
AU-ACT,"-35.4884,149.0027","[-35.9205, -35.1244, 148.7628, 149.3993]",,306.13,"AU-NSW,AU-VIC"
AU-NSW,"-31.876,147.2869","[-37.528, -28.1415, 140.9993, 159.339]",,5874.09,"AU-ACT,AU-QLD,AU-SA,AU-VIC"
AU-NT,"-19.8516,133.2303","[-25.9986, -10.8525, 129.0004, 138.0274]",,6020.69,"AU-QLD,AU-SA,AU-WA"
AU-QLD,"-22.1647,144.5845","[-29.1793, -9.088, 137.9946, 153.6116]",,12545.64,"AU-NSW,AU-NT,AU-SA"
AU-SA,"-30.5344,135.6301","[-38.1133, -25.9964, 129.0014, 141.0028]",,5371.35,"AU-NSW,AU-NT,AU-QLD,AU-VIC,AU-WA"
AU-TAS,"-42.0351,146.6367","[-55.1731, -39.1985, 143.7488, 159.0841]",,2717.28,AU-VIC
AU-VIC,"-36.5986,144.678","[-39.1985, -33.9808, 140.9619, 150.0333]",,3841.69,"AU-ACT,AU-NSW,AU-SA,AU-TAS"
AU-WA,"-25.2303,121.0187","[-35.2419, -13.5077, 112.8657, 129.02]",,9254.25,"AU-NT,AU-SA"
AZ-ABS,"40.3362,49.2093","[39.9914, 40.6836, 48.8655, 49.9347]",,361.64,"AZ-BA,AZ-HAC,AZ-QOB,AZ-SAB,AZ-SM,AZ-SMI,AZ-SR,AZ-XIZ"
AZ-AGA,"41.1981,45.5281","[40.9597, 41.4729, 45.092, 45.7608]",,223.58,"AZ-QAZ,AZ-SKR,AZ-TOV"
AZ-AGC,"39.999,47.4177","[39.7309, 40.2568, 47.0886, 47.7778]",,275.36,"AZ-AGM,AZ-BAR,AZ-BEY,AZ-FUZ,AZ-IMI,AZ-TAR,AZ-XVD,AZ-ZAR"
AZ-AGM,"40.0394,46.9055","[39.8339, 40.2522, 46.6847, 47.3076]",,288.05,"AZ-AGC,AZ-BAR,AZ-LAC,AZ-TAR,AZ-XA,AZ-XCI,AZ-XVD"
AZ-AGS,"40.5622,47.3923","[40.3195, 40.8006, 47.2089, 47.6283]",,216.59,"AZ-BAR,AZ-GOY,AZ-OGU,AZ-QAB,AZ-SAK,AZ-UCA,AZ-YEV,AZ-ZAR"
AZ-AGU,"40.5583,48.353","[40.3072, 40.8077, 48.0807, 48.6434]",,229.48,"AZ-HAC,AZ-ISM,AZ-KUR,AZ-SMI"
AZ-AST,"38.5156,48.8283","[38.393, 38.6385, 48.4887, 49.1371]",,151.91,"AZ-LAN,AZ-LER"
AZ-BA,"40.3756,49.8328","[39.5312, 40.7969, 49.2188, 51.1766]",,613.19,"AZ-ABS,AZ-HAC,AZ-NEF,AZ-QOB,AZ-SAL,AZ-SM,AZ-XIZ"
AZ-BAB,"39.2547,45.519","[38.964, 39.5395, 45.3046, 45.7177]",,232.61,"AZ-CUL,AZ-KAN,AZ-NV,AZ-NX,AZ-SAH,AZ-SAR"
AZ-BAL,"41.7319,46.4002","[41.5565, 41.908, 46.1781, 46.7585]",,210.38,"AZ-QAX,AZ-ZAQ"
AZ-BAR,"40.361,47.2013","[40.1714, 40.5507, 47.0029, 47.5088]",,224.38,"AZ-AGC,AZ-AGM,AZ-AGS,AZ-TAR,AZ-UCA,AZ-YEV,AZ-ZAR"
AZ-BEY,"39.8698,47.6347","[39.572, 40.1416, 47.4403, 47.9487]",,206.46,"AZ-AGC,AZ-FUZ,AZ-IMI,AZ-KUR,AZ-ZAR"
AZ-BIL,"39.5243,48.4771","[39.3246, 39.7311, 47.9768, 48.7642]",,227.33,"AZ-CAL,AZ-IMI,AZ-NEF,AZ-SAB,AZ-SAL,AZ-SAT"
AZ-CAB,"39.3188,46.9786","[39.1394, 39.4983, 46.6878, 47.322]",,192.69,"AZ-FUZ,AZ-LAC,AZ-QBI,AZ-XVD,AZ-ZAN"
AZ-CAL,"39.2316,48.4273","[39.0189, 39.4444, 48.1295, 48.7233]",,232.12,"AZ-BIL,AZ-LAN,AZ-MAS,AZ-NEF,AZ-YAR"
AZ-CUL,"39.1411,45.695","[38.9233, 39.3652, 45.4796, 45.9404]",,170.34,"AZ-BAB,AZ-NX,AZ-ORD,AZ-SAH"
AZ-DAS,"40.4752,46.0151","[40.2923, 40.6691, 45.8231, 46.2627]",,165.48,"AZ-GA,AZ-GAD,AZ-GYG,AZ-KAL,AZ-SKR,AZ-TOV"
AZ-FUZ,"39.5836,47.3807","[39.3825, 39.7855, 47.02, 47.6739]",,204.51,"AZ-AGC,AZ-BEY,AZ-CAB,AZ-XVD"
AZ-GA,"40.6798,46.3597","[40.6023, 40.7556, 46.2514, 46.5089]",,65.13,"AZ-DAS,AZ-GOR,AZ-GYG,AZ-SKR,AZ-SMX"
AZ-GAD,"40.5552,45.6744","[40.3215, 40.7885, 45.3633, 45.9222]",,227.64,"AZ-DAS,AZ-KAL,AZ-SKR,AZ-TOV"
AZ-GOR,"40.6036,46.7074","[40.2611, 40.9448, 46.3586, 46.995]",,274.41,"AZ-GA,AZ-GYG,AZ-KAL,AZ-MI,AZ-NA,AZ-QAX,AZ-SAK,AZ-SMX,AZ-TAR,AZ-YEV"
AZ-GOY,"40.5705,47.8424","[40.4509, 40.6908, 47.5945, 48.0736]",,128.68,"AZ-AGS,AZ-ISM,AZ-KUR,AZ-QAB,AZ-UCA"
AZ-GYG,"40.5307,46.3219","[40.2788, 40.777, 46.1081, 46.5218]",,228.28,"AZ-DAS,AZ-GA,AZ-GOR,AZ-KAL,AZ-SKR,AZ-SMX,AZ-TOV"
AZ-HAC,"40.1032,48.9272","[39.8419, 40.355, 48.4549, 49.3447]",,272.75,"AZ-ABS,AZ-AGU,AZ-BA,AZ-KUR,AZ-QOB,AZ-SAB,AZ-SAL,AZ-SAT,AZ-SMI,AZ-SR"
AZ-IMI,"39.8679,48.0208","[39.594, 40.1564, 47.7568, 48.3957]",,311.53,"AZ-AGC,AZ-BEY,AZ-BIL,AZ-KUR,AZ-SAB,AZ-SAT,AZ-ZAR"
AZ-ISM,"40.7881,48.1486","[40.5229, 41.0777, 47.7627, 48.5386]",,230.97,"AZ-AGU,AZ-GOY,AZ-KUR,AZ-QAB,AZ-QBA,AZ-SMI,AZ-UCA"
AZ-KAL,"40.0682,46.1299","[39.8097, 40.3251, 45.6007, 46.4493]",,295.01,"AZ-DAS,AZ-GAD,AZ-GOR,AZ-GYG,AZ-LAC,AZ-XCI"
AZ-KAN,"39.3632,45.2098","[39.1846, 39.5419, 45.042, 45.3774]",,143.73,"AZ-BAB,AZ-NV,AZ-NX,AZ-SAR"
AZ-KUR,"40.2652,48.2207","[40.0259, 40.528, 47.9134, 48.4866]",,253.13,"AZ-AGU,AZ-BEY,AZ-GOY,AZ-HAC,AZ-IMI,AZ-ISM,AZ-SAB,AZ-SAT,AZ-SMI,AZ-UCA,AZ-ZAR"
AZ-LA,"38.7537,48.8539","[38.7318, 38.798, 48.7934, 48.8692]",,22.53,AZ-LAN
AZ-LAC,"39.7205,46.3142","[39.4564, 39.9838, 45.8879, 46.7502]",,300.52,"AZ-AGM,AZ-CAB,AZ-KAL,AZ-NX,AZ-QBI,AZ-SUS,AZ-XA,AZ-XCI,AZ-XVD"
AZ-LAN,"38.9446,49.0466","[38.6005, 39.2942, 48.5135, 49.5387]",,316.1,"AZ-AST,AZ-CAL,AZ-LA,AZ-LER,AZ-MAS,AZ-NEF,AZ-YAR"
AZ-LER,"38.7488,48.4399","[38.5516, 38.9516, 48.2425, 48.6833]",,152.02,"AZ-AST,AZ-LAN,AZ-MAS,AZ-YAR"
AZ-MAS,"39.0306,48.6917","[38.8579, 39.2023, 48.4406, 48.8655]",,142.4,"AZ-CAL,AZ-LAN,AZ-LER,AZ-NEF,AZ-YAR"
AZ-MI,"40.7647,47.0524","[40.7438, 40.8751, 46.8683, 47.1146]",,59.57,"AZ-GOR,AZ-SAK,AZ-YEV"
AZ-NA,"40.5064,46.8212","[40.4723, 40.5263, 46.7726, 46.8533]",,20.43,"AZ-GOR,AZ-TAR,AZ-YEV"
AZ-NEF,"39.256,49.407","[38.8914, 39.618, 48.6896, 49.8497]",,380.12,"AZ-BA,AZ-BIL,AZ-CAL,AZ-LAN,AZ-MAS,AZ-SAB,AZ-SAL"
AZ-NV,"39.2175,45.407","[39.1213, 39.3141, 45.2719, 45.4377]",,73.68,"AZ-BAB,AZ-KAN,AZ-NX,AZ-SAH"
AZ-NX,"39.3194,45.519","[38.8445, 39.794, 44.7634, 46.1497]",,488.7,"AZ-BAB,AZ-CUL,AZ-KAN,AZ-LAC,AZ-NV,AZ-ORD,AZ-SAD,AZ-SAH,AZ-SAR"
AZ-OGU,"41.0434,47.4757","[40.7139, 41.2741, 47.2888, 47.7313]",,206.28,"AZ-AGS,AZ-QAB,AZ-SAK,AZ-YEV"
AZ-ORD,"39.076,45.9228","[38.8445, 39.3096, 45.753, 46.1497]",,162.01,"AZ-CUL,AZ-NX,AZ-SAH"
AZ-QAB,"40.9436,47.8213","[40.6661, 41.2219, 47.5453, 48.0741]",,196.98,"AZ-AGS,AZ-GOY,AZ-ISM,AZ-OGU,AZ-QBA,AZ-QUS,AZ-SAK"
AZ-QAX,"41.2564,46.8006","[40.9178, 41.5953, 46.6239, 47.2026]",,290.05,"AZ-BAL,AZ-GOR,AZ-SA,AZ-SAK,AZ-SMX,AZ-YEV,AZ-ZAQ"
AZ-QAZ,"41.1707,45.2529","[40.9967, 41.3456, 45.0149, 45.3907]",,193.54,AZ-AGA
AZ-QBA,"41.1881,48.3721","[40.8861, 41.4966, 47.9858, 49.121]",,319.4,"AZ-ISM,AZ-QAB,AZ-QUS,AZ-SBN,AZ-SIY,AZ-SMI,AZ-XAC,AZ-XIZ"
AZ-QBI,"39.3336,46.6335","[39.1324, 39.5349, 46.3802, 46.8489]",,180.29,"AZ-CAB,AZ-LAC,AZ-XVD,AZ-ZAN"
AZ-QOB,"40.5326,48.9942","[40.2937, 40.7751, 48.6952, 49.3074]",,182.88,"AZ-ABS,AZ-BA,AZ-HAC,AZ-SMI,AZ-XIZ"
AZ-QUS,"41.4499,48.2889","[41.163, 41.7416, 47.8448, 48.6506]",,234.64,"AZ-QAB,AZ-QBA,AZ-XAC"
AZ-SA,"41.2034,47.1803","[41.1224, 41.2425, 47.1342, 47.2162]",,35.26,"AZ-QAX,AZ-SAK"
