subdivisionCode,latLng
RU-VLG,"60.0391,43.1215"
RU-VOR,"50.98,40.1507"
RU-YAN,"67.1472,74.3415"
RU-YAR,"57.7782,39.0021"
RU-YEV,"48.5602,132.2776"
RU-ZAB,"52.2485,115.9563"
RW-01,"-1.9534,30.114"
RW-02,"-1.7415,30.5404"
RW-03,"-1.581,29.927"
RW-04,"-2.3799,29.2015"
RW-05,"-2.6272,29.6063"
SA-01,"23.3333,45.3333"
SA-02,"21.6698,41.4996"
SA-03,"25.1354,39.1626"
SA-04,"23.3036,50.1259"
SA-05,"26.1942,43.4566"
SA-06,"26.9921,41.4893"
SA-07,"28.3252,37.6329"
SA-08,"30.0,42.6667"
SA-09,"17.3333,42.6667"
SA-10,"18.0,45.6667"
SA-11,"20.2373,41.4615"
SA-12,"29.7674,39.563"
SA-14,"19.1667,43.1667"
SB-CE,"-8.9833,159.75"
SB-CH,"-7.1146,157.1503"
SB-CT,"-9.4311,159.9553"
SB-GU,"-9.6704,160.0779"
SB-IS,"-7.7877,159.2083"
SB-MK,"-10.2835,161.7281"
SB-ML,"-8.9833,161.0512"
SB-RB,"-12.1134,160.3171"
SB-TE,"-10.8891,166.231"
SB-WE,"-7.8167,156.684"
SC-01,"-4.6895,55.5161"
SC-02,"-4.7111,55.4837"
SC-03,"-4.5933,55.4552"
SC-04,"-4.7112,55.5123"
SC-05,"-4.7376,55.5176"
SC-06,"-4.7526,55.4812"
SC-07,"-4.3411,55.7564"
SC-08,"-4.6096,55.4381"
SC-09,"-4.6367,55.4469"
SC-10,"-4.6194,55.4113"
SC-11,"-4.6691,55.4973"
SC-12,"-4.5837,55.4346"
SC-13,"-4.675,55.4505"
SC-14,"-4.327,55.7177"
SC-15,"-4.4889,55.2329"
SC-16,"-4.6117,55.4546"
SC-17,"-4.6141,55.4468"
SC-18,"-4.6337,55.4562"
SC-19,"-4.6499,55.4603"
SC-20,"-4.6749,55.5179"
SC-21,"-4.6641,55.4178"
SC-22,"-4.6236,55.4413"
SC-23,"-4.7846,55.5121"
SC-24,"-4.6487,55.4702"
SC-25,"-4.6376,55.4677"
SC-26,"-4.609,55.4666"
SC-27,"-4.6038,55.4651"
SD-DC,"12.1297,23.1736"
SD-DE,"11.2232,26.5858"
SD-DN,"16.0,26.0"
SD-DS,"11.0,25.0"
SD-DW,"13.511,22.7033"
SD-GD,"13.9758,35.0851"
SD-GK,"12.0,28.5"
SD-GZ,"14.6672,33.2224"
SD-KA,"16.0432,36.0181"
SD-KH,"15.8734,32.9961"
SD-KN,"15.0,30.0"
SD-KS,"11.0,31.0"
SD-NB,"11.2565,34.0497"
SD-NO,"19.0,30.0"
SD-NR,"17.9985,34.0558"
SD-NW,"12.5,32.5"
SD-RS,"20.0,36.0"
SD-SI,"13.0,33.5"
SE-AB,"59.3949,18.666"
SE-AC,"64.7282,18.5535"
SE-BD,"66.9812,19.9992"
SE-C,"60.1452,17.6238"
SE-D,"58.9649,16.7294"
SE-E,"58.3678,16.0464"
SE-F,"57.5356,14.6415"
SE-G,"56.8008,14.4109"
SE-H,"57.0263,16.575"
SE-I,"57.648,18.5953"
SE-K,"56.1241,15.4023"
SE-M,"55.8472,13.6339"
SE-N,"56.9548,12.8566"
SE-O,"58.2246,12.6522"
SE-S,"59.8908,13.2949"
SE-T,"59.3785,14.9883"
SE-U,"59.6966,16.1846"
SE-W,"61.0604,14.2151"
SE-X,"61.2682,16.6889"
SE-Y,"63.0478,18.1014"
SE-Z,"63.3466,14.1238"
SG-01,"1.3132,103.8357"
SG-02,"1.353,103.9798"
SG-03,"1.393,103.7767"
SG-04,"1.2885,103.9347"
SG-05,"1.2953,103.6963"
SH-AC,"-7.942,-14.3579"
SH-HL,"-15.9691,-5.713"
SH-TA,"-37.2465,-12.487"
SI-001,"45.8886,13.9049"
SI-002,"46.6069,16.2351"
SI-003,"46.3684,14.1101"
SI-004,"46.302,13.909"
SI-005,"45.9195,14.3637"
SI-006,"46.3386,13.5524"
SI-007,"46.0162,13.5489"
SI-008,"45.948,14.418"
SI-009,"45.9039,15.5931"
SI-010,"46.6545,16.0855"
SI-011,"46.2294,15.2617"
SI-012,"46.2525,14.4872"
SI-013,"45.7937,14.3619"
SI-014,"46.128,13.9881"
SI-015,"46.5704,16.2947"
SI-016,"46.4696,14.8503"
SI-017,"45.5701,15.1923"
SI-018,"46.4917,15.8794"
SI-019,"45.6828,13.9686"
SI-020,"45.8098,14.7426"
SI-021,"46.0597,14.3217"
SI-022,"46.0883,14.6415"
SI-023,"46.1394,14.5945"
SI-024,"46.4352,15.9552"
SI-025,"46.5896,15.0235"
SI-026,"46.5091,15.7626"
SI-027,"46.1087,14.1268"
SI-028,"46.412,16.0134"
SI-029,"46.677,15.9913"
SI-030,"46.2961,14.8058"
SI-031,"46.8037,16.2186"
SI-032,"45.9572,14.6555"
SI-033,"46.8244,16.2858"
SI-034,"46.1456,15.0817"
SI-035,"45.5623,14.0126"
SI-036,"46.0024,14.0273"
SI-037,"45.9592,14.5276"
SI-038,"45.5637,14.2453"
SI-039,"45.939,14.805"
SI-040,"45.5399,13.6594"
SI-041,"46.4324,14.0624"
SI-042,"46.4859,15.9682"
SI-043,"46.2257,14.6119"
SI-044,"46.0859,13.6339"
SI-045,"46.4044,15.7965"
SI-046,"46.2455,13.5792"
SI-047,"46.6849,16.3923"
SI-048,"45.643,14.8553"
SI-049,"45.8167,13.745"
SI-050,"45.548,13.7305"
SI-051,"46.0746,15.5606"
SI-052,"46.2433,14.3549"
SI-053,"46.4851,13.7844"
SI-054,"45.9576,15.4947"
SI-055,"46.6414,15.5968"
SI-056,"46.8349,16.0809"
SI-057,"46.1538,15.2355"
SI-058,"46.5764,15.831"
SI-059,"46.564,16.4526"
SI-060,"46.0576,14.8314"
SI-061,"46.05,14.5069"
SI-062,"46.3664,14.8398"
SI-063,"46.5187,16.1967"
SI-064,"45.9178,14.2234"
SI-065,"45.6645,14.4997"
SI-066,"45.6625,14.67"
SI-067,"46.3554,14.7451"
SI-068,"46.175,14.7618"
SI-069,"46.3504,15.7347"
SI-070,"46.5576,15.6456"
SI-071,"46.1402,14.4131"
SI-072,"46.163,14.5722"
SI-073,"45.6501,15.3174"
SI-074,"46.5195,14.8522"
SI-075,"45.8598,13.6499"
SI-076,"46.4436,15.1984"
SI-077,"46.1357,14.7442"
SI-078,"46.6858,16.2217"
SI-079,"46.3396,14.9634"
SI-080,"46.6625,16.1655"
SI-081,"46.6094,15.1655"
SI-082,"46.2728,14.3151"
SI-083,"46.3206,14.9487"
SI-084,"45.9581,13.6475"
SI-085,"45.804,15.1697"
SI-086,"46.5867,16.2763"
SI-087,"46.4072,16.1489"
SI-088,"45.5292,14.6989"
SI-089,"46.6182,15.7062"
SI-090,"45.5285,13.5684"
SI-091,"45.6825,14.1954"
SI-092,"46.1518,15.5975"
SI-093,"46.589,15.3281"
SI-094,"45.7753,14.214"
SI-095,"46.3021,14.4217"
SI-096,"46.4198,15.8717"
SI-097,"46.7043,16.1551"
SI-098,"46.4474,15.6537"
SI-099,"46.0661,15.1819"
SI-100,"46.6409,16.04"
SI-101,"46.6149,15.2228"
SI-102,"46.3435,14.172"
SI-103,"46.5447,14.9623"
SI-104,"45.74,14.726"
SI-105,"46.8056,16.0352"
SI-106,"46.233,15.6384"
SI-107,"46.2274,15.6996"
SI-108,"46.5387,15.5139"
SI-109,"45.6518,15.1835"
SI-110,"46.0097,15.3037"
SI-111,"45.7092,13.8731"
SI-112,"46.5091,15.0791"
SI-113,"46.3919,15.5728"
SI-114,"46.3382,15.423"
SI-115,"46.4673,15.7677"
SI-116,"46.5685,16.0241"
SI-117,"46.2431,14.4191"
SI-118,"46.6696,15.7688"
SI-119,"45.8433,15.3385"
SI-120,"46.2168,15.3938"
SI-121,"45.9078,15.2906"
SI-122,"46.1653,14.3067"
SI-123,"45.9854,14.5729"
SI-124,"46.229,15.5203"
SI-125,"46.3299,15.0334"
SI-126,"46.3774,15.046"
SI-127,"46.221,15.3135"
SI-128,"46.1829,13.7333"
SI-129,"46.1559,15.054"
SI-130,"45.9079,15.0071"
SI-131,"46.3637,14.3095"
SI-132,"46.6249,16.3165"
SI-133,"46.3593,15.115"
SI-134,"45.8325,14.6383"
SI-135,"46.343,15.9322"
SI-136,"45.8466,13.9612"
SI-137,"46.3823,15.2958"
SI-138,"46.1892,14.4947"
SI-139,"46.2906,15.3088"
SI-140,"45.9664,14.2981"
SI-141,"46.5979,15.1658"
SI-142,"46.1342,14.9953"
SI-143,"46.386,16.046"
SI-144,"46.3716,15.39"
SI-146,"46.2258,14.1693"
SI-147,"46.0511,14.1106"
SI-148,"46.6072,15.8923"
SI-149,"46.0571,15.6618"
SI-150,"45.7869,14.4986"
SI-151,"46.2864,15.0406"
SI-152,"46.7185,16.0187"
SI-153,"46.5667,15.9434"
SI-154,"46.1348,15.4001"
SI-155,"46.3352,15.2265"
SI-156,"46.6518,16.3447"
SI-157,"45.7573,15.0584"
SI-158,"46.8019,16.0919"
SI-159,"46.4199,15.8239"
SI-160,"46.4899,15.6106"
SI-161,"46.826,16.3261"
SI-162,"46.0223,14.2989"
SI-163,"46.3864,14.4873"
SI-164,"46.2054,14.5394"
SI-165,"45.5081,14.9105"
SI-166,"46.5668,16.1176"
SI-167,"46.5414,15.3886"
SI-168,"46.3948,15.9298"
SI-169,"46.5074,15.6974"
SI-170,"45.8603,15.0819"
SI-171,"46.3867,15.4486"
SI-172,"46.3351,15.8795"
SI-173,"46.2792,15.0754"
SI-174,"46.2357,15.0913"
SI-175,"46.5461,14.917"
SI-176,"46.5214,16.2786"
SI-177,"46.5351,15.2679"
SI-178,"46.5509,15.4925"
SI-179,"45.762,14.6346"
SI-180,"46.4196,14.692"
SI-181,"46.6492,15.8435"
SI-182,"46.5181,15.951"
SI-183,"45.9178,13.6517"
SI-184,"46.2351,15.0153"
SI-185,"46.5197,15.8868"
SI-186,"46.1329,14.5625"
SI-187,"46.5737,16.3406"
SI-188,"46.5828,16.1627"
SI-189,"46.2433,14.9503"
SI-190,"46.2518,15.1632"
SI-191,"46.2754,15.7933"
SI-192,"46.4046,14.1353"
SI-193,"45.8316,14.9295"
SI-194,"46.0441,14.8431"
SI-195,"46.6973,15.9096"
SI-196,"46.3438,15.9945"
SI-197,"45.8457,15.4202"
SI-198,"46.317,15.6669"
SI-199,"45.9237,15.1679"
SI-200,"46.3139,15.5784"
SI-201,"45.8951,13.6774"
SI-202,"46.3948,16.2702"
SI-203,"45.7837,15.073"
SI-204,"46.5671,15.8822"
SI-205,"46.4829,16.0783"
SI-206,"45.8635,15.2239"
SI-207,"46.3945,13.9913"
SI-208,"46.0133,14.3741"
SI-209,"46.3236,14.923"
SI-210,"46.6133,15.7974"
SI-211,"45.9771,15.0914"
SI-212,"45.9532,15.0641"
SI-213,"45.579,13.7365"
SK-BC,"48.5004,19.4197"
SK-BL,"48.3304,17.1794"
SK-KI,"48.6763,21.2898"
SK-NI,"48.2227,18.344"
SK-PV,"49.1118,21.1876"
SK-TA,"48.3186,17.6484"
SK-TC,"48.9027,18.2291"
SK-ZI,"49.1775,19.2058"
SL-E,"8.2051,-10.8437"
SL-N,"9.1185,-11.4856"
SL-NW,"9.1,-12.6777"
SL-S,"7.7099,-12.0004"
SL-W,"8.3346,-13.0656"
SM-01,"43.9464,12.4192"
SM-02,"43.9053,12.422"
SM-03,"43.9475,12.4691"
SM-04,"43.9269,12.4975"
SM-05,"43.9103,12.4576"
SM-06,"43.9412,12.4474"
SM-07,"43.9364,12.4467"
SM-08,"43.9094,12.4847"
SM-09,"43.9699,12.4803"
SN-DB,"14.7845,-16.0316"
SN-DK,"14.7765,-17.3226"
SN-FK,"13.9406,-16.4024"
SN-KA,"14.2485,-15.2355"
SN-KD,"13.1292,-14.4181"
SN-KE,"12.8857,-12.2864"
SN-KL,"14.0481,-16.0155"
SN-LG,"15.3967,-15.6779"
SN-MT,"15.2681,-13.6992"
SN-SE,"12.9103,-15.553"
SN-SL,"16.0915,-14.7338"
SN-TC,"13.8686,-13.319"
SN-TH,"14.7539,-16.8638"
SN-ZG,"12.754,-16.4039"
SO-AW,"10.6951,43.4905"
SO-BK,"3.9992,43.9996"
SO-BN,"1.9468,45.3895"
SO-BR,"10.1904,50.1298"
SO-BY,"3.0,43.5002"
SO-GA,"5.0,47.0"
SO-GE,"3.0,42.0"
SO-HI,"3.9999,45.5"
SO-JD,"1.4326,42.656"
SO-JH,"-0.0001,42.0"
SO-MU,"6.6507,48.301"
SO-NU,"8.167,48.9979"
SO-SA,"10.4387,47.5924"
SO-SD,"3.0,46.0"
SO-SH,"1.8428,44.5937"
SO-SO,"8.9605,47.5858"
SO-TO,"9.1707,45.5375"
SO-WO,"9.5052,44.0731"
SR-BR,"4.6852,-55.0611"
SR-CM,"5.8401,-54.9244"
SR-CR,"5.7469,-56.2455"
SR-MA,"5.7083,-54.3537"
SR-NI,"5.7184,-56.8775"
SR-PM,"6.0348,-55.2231"
SR-PR,"5.343,-55.5813"
SR-SA,"5.7871,-55.6065"
SR-SI,"3.6815,-55.9612"
SR-WA,"5.9068,-55.2718"
SS-BN,"9.0,27.0"
SS-BW,"8.5456,25.2225"
SS-EC,"5.0,31.5"
SS-EE,"5.2839,33.5912"
SS-EW,"5.5381,29.1495"
SS-JG,"8.0,32.0"
SS-LK,"6.7527,30.0948"
SS-NU,"9.0,33.0"
SS-UY,"8.4583,29.9561"
SS-WR,"7.9133,28.9588"
ST-01,"0.3491,6.71"
ST-02,"0.2295,6.6807"
ST-03,"0.1441,6.5926"
ST-04,"0.2537,6.509"
ST-05,"0.3662,6.6506"
ST-06,"0.2963,6.6643"
ST-P,"1.6104,7.3993"
SV-AH,"13.8635,-89.9274"
SV-CA,"13.8833,-88.7383"
SV-CH,"14.1765,-89.0933"
SV-CU,"13.8587,-89.0633"
SV-LI,"13.745,-89.3611"
SV-MO,"13.7726,-88.0952"
SV-PA,"13.467,-88.9851"
SV-SA,"14.1146,-89.5678"
SV-SM,"13.5393,-88.2002"
SV-SO,"13.7115,-89.6606"
SV-SS,"13.7702,-89.1584"
SV-SV,"13.5275,-88.7397"
SV-UN,"13.5326,-87.9026"
SV-US,"13.4325,-88.5398"
SY-DI,"33.5155,36.2738"
SY-DR,"32.8859,36.1029"
SY-DY,"35.1444,40.2143"
SY-HA,"36.4453,40.5698"
SY-HI,"34.4668,38.0623"
SY-HL,"36.2988,37.7594"
SY-HM,"35.2873,37.2542"
SY-ID,"35.8702,36.5482"
SY-LA,"35.5799,35.9773"
SY-QU,"33.1622,35.9003"
SY-RA,"36.0604,38.8547"
SY-RD,"33.5195,37.0761"
SY-SU,"32.7387,36.8999"
SY-TA,"34.9454,36.0733"
SZ-HH,"-26.0988,31.3631"
SZ-LU,"-26.5545,31.8619"
SZ-MA,"-26.5256,31.1896"
SZ-SH,"-27.036,31.3321"
TD-BA,"13.8368,18.965"
TD-BG,"14.4682,16.9417"
TD-BO,"17.2658,18.3695"
TD-CB,"11.3345,16.2884"
TD-EE,"17.622,23.3134"
TD-EO,"18.1637,21.5083"
TD-GR,"11.6754,18.491"
TD-HL,"12.6904,16.3353"
TD-KA,"15.2264,15.3151"
TD-LC,"13.751,14.1768"
TD-LO,"8.7796,15.9127"
TD-LR,"8.2047,16.4702"
TD-MA,"8.7275,17.5842"
TD-MC,"9.4408,18.8161"
TD-ME,"10.1266,15.8183"
TD-MO,"9.264,14.7152"
TD-ND,"12.1192,15.0503"
TD-OD,"13.4614,21.2884"
TD-SA,"10.7576,20.6934"
TD-SI,"12.1179,21.4459"
TD-TA,"9.5713,16.5295"
TD-TI,"20.6809,17.9935"
TD-WF,"15.0191,21.4673"
TG-C,"8.6071,1.0459"
TG-K,"9.5411,0.7876"
TG-M,"6.5175,1.2046"
TG-P,"7.4505,1.0893"
TG-S,"10.5116,0.4654"
TH-10,"13.7525,100.4935"
TH-11,"13.6532,100.8183"
TH-12,"13.8611,100.3457"
TH-13,"14.0487,100.564"
TH-14,"14.3189,100.5112"
TH-15,"14.6495,100.317"
TH-16,"15.0265,100.8089"
TH-17,"14.9937,100.3603"
TH-18,"15.1453,99.901"
TH-19,"14.6241,100.8601"
TH-20,"13.1857,101.1211"
TH-21,"12.7944,101.3705"
TH-22,"12.9081,102.0159"
TH-23,"12.2594,102.4269"
TH-24,"13.6093,101.5467"
TH-25,"14.1542,101.5548"
TH-26,"14.1494,101.2177"
TH-27,"13.7686,102.1345"
TH-30,"15.2242,101.9314"
TH-31,"14.6107,102.6453"
TH-32,"15.061,103.7613"
TH-33,"14.9222,104.444"
TH-34,"15.188,105.327"
TH-35,"16.0282,104.2748"
TH-36,"16.272,101.7154"
TH-37,"15.9949,104.7329"
TH-38,"18.233,103.8267"
TH-39,"17.3521,102.2075"
TH-40,"16.6022,102.6353"
TH-41,"17.5212,102.668"
TH-42,"17.3159,101.4638"
TH-43,"17.9301,102.465"
TH-44,"15.9041,103.0841"
TH-45,"15.7486,103.7013"
TH-46,"16.5913,103.6525"
TH-47,"17.1904,103.9731"
TH-48,"17.1991,104.6089"
TH-49,"16.6972,104.347"
TH-50,"18.6952,98.4463"
TH-51,"18.2661,98.9675"
TH-52,"18.68,99.7333"
TH-53,"17.6252,100.4029"
TH-54,"18.2931,100.0887"
TH-55,"18.7545,100.6248"
TH-56,"19.3417,100.1855"
TH-57,"19.759,99.6735"
TH-58,"19.3927,98.2031"
TH-60,"15.7055,99.9288"
TH-61,"15.3912,99.4561"
TH-62,"16.4184,99.6112"
TH-63,"17.1054,98.9954"
TH-64,"17.1447,99.4376"
TH-65,"16.978,100.3848"
TH-66,"16.4551,100.1925"
TH-67,"16.3293,100.9553"
TH-70,"13.6318,99.3558"
TH-71,"14.4402,99.2677"
TH-72,"14.6777,100.0351"
TH-73,"13.8918,100.0166"
TH-74,"13.5708,100.2586"
TH-75,"13.3577,99.962"
TH-76,"13.0693,99.6044"
TH-77,"12.0433,99.7487"
TH-80,"8.6772,99.731"
TH-81,"8.1112,99.1097"
TH-82,"8.5058,98.568"
TH-83,"7.9366,98.3529"
TH-84,"9.4675,98.83"
TH-85,"10.047,98.687"
TH-86,"10.3783,99.0078"
TH-90,"6.879,100.5499"
TH-91,"7.0367,99.9615"
TH-92,"7.5893,99.5032"
TH-93,"7.5435,99.9972"
TH-94,"6.6997,101.399"
TH-95,"6.3345,101.141"
TH-96,"6.3211,101.5973"
TH-S,"12.9367,100.8865"
TJ-DU,"38.5763,68.7864"
TJ-GB,"38.3492,72.9988"
TJ-KT,"37.8805,69.2637"
TJ-RA,"38.9724,70.0884"
TJ-SU,"40.5245,69.9578"
TL-AL,"-8.705,125.6626"
TL-AN,"-8.9896,125.5093"
TL-BA,"-8.5589,126.4747"
TL-BO,"-8.9746,125.2307"
TL-CO,"-9.2353,125.2329"
TL-DI,"-8.5547,125.6506"
TL-ER,"-8.8171,125.383"
TL-LA,"-8.541,126.9578"
TL-LI,"-8.6551,125.2751"
TL-MF,"-8.9667,125.7811"
TL-MT,"-8.7673,125.9341"
TL-OE,"-9.3349,124.2511"
TL-VI,"-8.8093,126.3218"
TM-A,"38.8396,58.861"
TM-B,"39.9354,54.912"
TM-D,"41.1583,58.7114"
TM-L,"39.081,62.8539"
TM-M,"37.3183,62.1487"
TM-S,"37.9378,58.2359"
TN-11,"36.8179,10.2127"
TN-12,"36.9686,10.122"
TN-13,"36.6306,10.2101"
TN-14,"36.7624,9.8336"
TN-21,"36.721,10.7042"
TN-22,"36.332,10.0453"
TN-23,"37.0354,9.6393"
TN-31,"36.7462,9.2032"
TN-32,"36.678,8.7526"
TN-33,"36.0358,8.7249"
TN-34,"35.9715,9.3577"
TN-41,"35.5793,9.8343"
TN-42,"35.2094,8.8576"
TN-43,"34.8812,9.5264"
TN-51,"35.894,10.3978"
TN-52,"35.6055,10.7877"
TN-53,"35.3409,10.6042"
TN-61,"34.7232,10.3358"
TN-71,"34.4337,8.7908"
TN-72,"33.9844,8.0711"
TN-73,"33.3388,8.7033"
TN-81,"33.7765,9.7931"
TN-82,"32.982,11.287"
TN-83,"31.7317,9.7702"
TO-01,"-21.3952,-174.8988"
TO-02,"-20.0587,-174.623"
TO-03,"-15.5947,-175.6393"
TO-04,"-21.1667,-175.1982"
TO-05,"-18.7197,-174.0408"
TR-01,"37.1438,35.4984"
TR-02,"37.7894,38.3141"
TR-03,"38.6853,30.6427"
TR-04,"39.5292,43.3836"
TR-05,"40.6569,35.7727"
TR-06,"39.716,32.706"
TR-07,"36.928,30.7277"
TR-08,"41.1605,41.8399"
TR-09,"37.7406,28.0676"
TR-10,"39.5401,28.0229"
TR-11,"40.1543,30.148"
TR-12,"39.0738,40.7296"
TR-13,"38.4951,42.1678"
TR-14,"40.6212,31.646"
TR-15,"37.5183,30.1691"
TR-16,"39.9896,28.8945"
TR-17,"40.055,26.9278"
TR-18,"40.6668,33.4526"
TR-19,"40.5698,34.7269"
TR-20,"37.8276,29.239"
TR-21,"38.0815,40.4298"
TR-22,"41.1804,26.6222"
TR-23,"38.5825,39.3962"
TR-24,"39.6073,39.2013"
TR-25,"39.7582,41.4032"
TR-26,"39.6821,31.0723"
TR-27,"36.9666,37.4074"
TR-28,"40.6532,38.5172"
TR-29,"40.2533,39.385"
TR-30,"37.4954,44.1055"
TR-31,"36.3451,36.0748"
TR-32,"37.9465,30.9602"
TR-33,"36.8328,33.9686"
TR-34,"41.0707,29.0509"
TR-35,"38.2317,27.03"
TR-36,"40.4558,42.998"
TR-37,"41.368,33.7619"
TR-38,"38.7219,35.4873"
TR-39,"41.7078,27.6051"
TR-40,"39.3303,34.1266"
TR-41,"40.8217,29.9507"
TR-42,"38.0212,32.5225"
TR-43,"39.2523,29.4938"
TR-44,"38.482,38.1035"
TR-45,"38.8574,28.0566"
TR-46,"37.783,36.8307"
TR-47,"37.3611,40.8959"
TR-48,"37.1642,28.2624"
TR-49,"38.9741,41.959"
TR-50,"38.7235,34.7194"
TR-51,"38.0665,34.7051"
TR-52,"40.8293,37.4083"
TR-53,"40.957,40.8844"
TR-54,"40.7732,30.4816"
TR-55,"41.2304,35.9683"
TR-56,"37.8647,42.051"
TR-57,"41.6476,34.956"
TR-58,"39.4192,37.1012"
TR-59,"41.0731,27.4102"
TR-60,"40.3892,36.6315"
TR-61,"40.8526,39.7849"
TR-62,"39.2198,39.414"
TR-63,"37.2595,39.0408"
TR-64,"38.5769,29.373"
TR-65,"38.325,43.659"
TR-66,"39.7152,35.171"
TR-67,"41.2503,31.839"
TR-68,"38.4326,33.8977"
TR-69,"40.2023,40.2122"
TR-70,"37.1797,33.3384"
TR-71,"39.886,33.8279"
TR-72,"37.7874,41.2574"
TR-73,"37.4553,42.5212"
TR-74,"41.4948,32.4354"
TR-75,"41.0373,42.7462"
TR-76,"39.8945,43.9427"
TR-77,"40.5929,29.0776"
TR-78,"41.111,32.6194"
TR-79,"36.7797,37.1417"
TR-80,"37.2518,36.2994"
TR-81,"40.8775,31.201"
TT-ARI,"10.6372,-61.283"
TT-CHA,"10.5147,-61.4077"
TT-CTT,"10.4498,-61.3444"
TT-DMN,"10.7139,-61.5794"
TT-MRC,"10.2598,-61.0923"
TT-PED,"10.1649,-61.4286"
TT-POS,"10.6573,-61.518"
TT-PRT,"10.2048,-61.2806"
TT-PTF,"10.1759,-61.6827"
TT-SFO,"10.2807,-61.4646"
TT-SGE,"10.6375,-61.1177"
TT-SIP,"10.1472,-61.5787"
TT-SJL,"10.6756,-61.471"
TT-TOB,"11.2405,-60.672"
TT-TUP,"10.6854,-61.3205"
TV-FUN,"-8.52,179.1983"
TV-NIT,"-6.1095,177.342"
TV-NKF,"-8.1159,178.4798"
TV-NKL,"-9.1754,179.6368"
TV-NMA,"-5.6737,176.115"
TV-NMG,"-6.2866,176.3199"
TV-NUI,"-7.2209,177.1533"
TV-VAI,"-7.4769,178.6808"
TW-CHA,"24.0756,120.5445"
TW-CYI,"23.4811,120.4535"
TW-CYQ,"23.4592,120.293"
TW-HSQ,"24.8267,121.0128"
TW-HSZ,"24.8066,120.9687"
TW-HUA,"23.9913,121.6197"
TW-ILA,"24.7303,121.7631"
TW-KEE,"25.1317,121.7447"
TW-KHH,"22.6203,120.312"
TW-KIN,"24.4481,118.3856"
TW-LIE,"26.1578,119.952"
TW-MIA,"24.5648,120.8205"
TW-NAN,"23.9023,120.6909"
TW-NWT,"25.012,121.4657"
TW-PEN,"23.5697,119.5665"
TW-PIF,"22.6828,120.4879"
TW-TAO,"24.993,121.301"
TW-TNN,"22.9912,120.185"
TW-TPE,"25.0375,121.5637"
TW-TTT,"22.7554,121.1506"
TW-TXG,"24.1632,120.6478"
TW-YUN,"23.6991,120.5246"
TZ-01,"-2.7171,35.6813"
TZ-02,"-6.8161,39.2804"
TZ-03,"-6.0103,35.8245"
TZ-04,"-7.7743,35.4826"
TZ-05,"-1.5825,31.4798"
TZ-06,"-5.0153,39.7314"
TZ-07,"-5.9348,39.2843"
TZ-08,"-4.5127,30.0051"
TZ-09,"-3.4763,37.3873"
TZ-10,"-5.285,39.7131"
TZ-11,"-6.2084,39.358"
TZ-12,"-9.3985,37.8997"
TZ-13,"-1.641,33.8422"
TZ-14,"-8.6131,33.3342"
TZ-15,"-6.1654,39.2387"
TZ-16,"-7.0843,37.4233"
TZ-17,"-10.699,39.0218"
TZ-18,"-2.9055,33.1637"
TZ-19,"-7.1161,38.73"
TZ-20,"-7.7511,30.9488"
TZ-21,"-10.7497,35.6617"
TZ-22,"-3.7622,33.232"
TZ-23,"-5.2902,34.6367"
TZ-24,"-5.1914,32.5081"
TZ-25,"-5.2021,38.2276"
TZ-26,"-4.0728,35.8522"
TZ-27,"-3.1865,32.0856"
TZ-28,"-6.3015,30.9278"
TZ-29,"-9.1211,34.4317"
TZ-30,"-3.1328,34.1838"
TZ-31,"-8.2769,32.8617"
UA-05,"48.899,28.5161"
UA-07,"51.5451,24.6628"
UA-09,"49.2725,38.915"
UA-12,"48.6626,34.9502"
UA-14,"47.9213,37.781"
UA-18,"50.9081,28.3868"
UA-21,"48.2954,23.4466"
UA-23,"47.4165,35.923"
UA-26,"48.7482,24.5207"
UA-30,"50.45,30.5241"
UA-32,"50.1786,30.4925"
UA-35,"48.1917,31.6903"
UA-40,"44.5656,33.4596"
UA-43,"45.6857,33.9329"
UA-46,"49.6512,23.8267"
UA-48,"47.3886,31.9442"
UA-51,"46.1147,29.9567"
UA-53,"49.8608,33.7499"
UA-56,"51.2074,26.5208"
UA-59,"50.7697,34.3289"
UA-61,"49.663,25.6168"
UA-63,"49.83,36.3789"
UA-65,"46.5422,33.4079"
UA-68,"49.2686,27.0636"
UA-71,"49.146,31.2272"
UA-74,"51.2726,31.7417"
UA-77,"48.3811,26.1082"
UG-101,"-0.6142,32.3756"
UG-102,"0.3177,32.5814"
UG-103,"0.8593,31.9283"
UG-104,"0.8456,32.6018"
UG-105,"-0.4831,31.8319"
UG-106,"0.1274,32.2528"
UG-107,"0.5154,31.4095"
UG-108,"-0.0523,32.7263"
UG-109,"1.3204,32.4894"
UG-110,"-0.7264,31.3401"
UG-111,"-0.0537,31.4101"
UG-112,"0.9924,32.8592"
UG-113,"0.3761,32.4561"
UG-114,"-0.2596,31.1836"
UG-115,"0.4561,32.0768"
UG-116,"1.0022,32.1758"
UG-117,"0.3032,33.0391"
UG-118,"-0.1269,31.6226"
UG-119,"0.1643,32.1352"
UG-120,"-0.3114,33.1978"
UG-121,"0.2043,31.7292"
UG-122,"-0.0913,31.8106"
UG-123,"1.0933,31.6814"
UG-124,"-0.4441,31.399"
UG-125,"-0.7145,31.6222"
UG-126,"0.5333,31.7628"
UG-201,"0.5207,33.7751"
UG-202,"0.3917,34.016"
UG-203,"0.7222,33.5017"
UG-204,"0.5752,33.2805"
